tvil_hotel_id,name,rooms_num,free_rooms_amount,max_capacity,available_rooms_percent,date,min_price
1435824,"Гостиница ""Ангара""",300,13,22,4.33,2026-03-23,5500.00
1265180,"Отель ""Байкал Бизнес Центр""",59,1,3,1.69,2026-03-23,9400.00
906031,"Гостиница ""Матрёшка""",35,3,7,8.57,2026-03-23,5412.00
1296851,"Гостиница ""Русь""",56,9,21,16.07,2026-03-23,4100.00
1328740,"Гостиница ""На Звездинской""",30,5,9,16.67,2026-03-23,5000.00
1889753,"Мини-отель ""Проспект""",4,3,12,75.0,2026-03-23,3200.00
1782205,"Гостиница ""Березка""",4,2,8,50.0,2026-03-23,4800.00
1009170,"Апарт-отель ""Sokolov Hotel""",30,11,43,36.67,2026-03-23,3000.00
1490581,"Гостиница ""Юбилейная""",23,4,8,17.39,2026-03-23,3000.00
1298063,"Бутик-отель ""География""",12,6,15,50.0,2026-03-23,6400.00
1064267,Мини-отель «Nice People»,6,4,8,66.67,2026-03-23,3800.00
787596,"Гостиница ""Ochagof""",23,4,12,17.39,2026-03-23,5950.00
1277758,"Отель ""Гранд Байкал""",64,1,3,1.56,2026-03-23,15300.00
1000539,"Отель ""Маяк""",75,6,11,8.0,2026-03-23,5940.00
1487384,"Парк отель ""Уюга""",58,9,35,15.52,2026-03-23,4500.00
1892012,"Отель ""Подлеморье""",14,8,18,57.14,2026-03-23,4000.00
1851647,"Парк-Отель ""Шелест""",8,2,4,25.0,2026-03-23,5000.00
1690094,Гостиница Олимпиада,25,0,0,0.0,2026-03-23,
1655828,"Апарт-отель ""Светлый""",6,0,0,0.0,2026-03-23,
1609403,"Отель ""Иркут""",30,0,0,0.0,2026-03-23,
1491765,"Гостиница ""130Hotel""",12,0,0,0.0,2026-03-23,
1390225,"Гостиница ""Добрый Кот""",10,0,0,0.0,2026-03-23,
1462849,"Гостиница ""7 дорог""",19,0,0,0.0,2026-03-23,
1441288,Отель Армат 4*,40,6,13,15.0,2026-03-23,8500.00
1314294,"Гостиница ""Ангара-Приоритет""",31,4,10,12.9,2026-03-23,5500.00
1367731,"Отель ""Яковлевъ""",25,5,10,20.0,2026-03-23,4000.00
1276636,"Парк-отель ""Бурдугуз""",69,5,15,7.25,2026-03-23,19500.00
1265779,"Отель ""Клубный Квартал""",48,4,8,8.33,2026-03-23,3400.00
946962,"Отель ""Лотос""",21,6,14,28.57,2026-03-23,1150.00
1032271,"Отель ""Даурия""",15,4,10,26.67,2026-03-23,5500.00
904225,"Отель ""Михаил Строгов""",21,5,9,23.81,2026-03-23,5400.00
2063101,"Гостиница ""Азия-Европа""",19,7,14,36.84,2026-03-23,4000.00
1472664,"Гостиница ""Байкал Форест""",76,8,22,10.53,2026-03-23,6500.00
1367592,"Отель ""Атлас""",28,2,6,7.14,2026-03-23,5700.00
1296594,"Отель ""Тайга""",44,10,25,22.73,2026-03-23,4600.00
1775519,"Гостиница ""Nord Star Hotel""",12,6,20,50.0,2026-03-23,5500.00
895518,"Гостиница ""Космос""",16,4,14,25.0,2026-03-23,3675.00
1508283,"Гостиница"" Аврора""",7,3,9,42.86,2026-03-23,3700.00
1467982,Гостиница,5,3,5,60.0,2026-03-23,2000.00
425543,"Отель ""Звезда""",64,5,12,7.81,2026-03-23,6700.00
424345,"Гостиничный комплекс ""Лазурный берег""",66,3,6,4.55,2026-03-23,5000.00
1048431,"Гостиница ""Usadba 50 ( Усадьба 50)""",15,7,13,46.67,2026-03-23,4100.00
1632075,"Отель"" Арбат""",11,2,4,18.18,2026-03-23,6890.00
1450305,Дача БайкалЭко,10,4,8,40.0,2026-03-23,15000.00
1390108,"Гостиница  ""Воробьевы горы""",11,7,28,63.64,2026-03-23,12000.00
2032078,Гостиница «Усадьба Егорова»,10,8,20,80.0,2026-03-23,5400.00
1785783,"Отель ""Белый Берег""",5,4,16,80.0,2026-03-23,9500.00
2036706,"Отель ""Магистраль""",21,9,25,42.86,2026-03-23,3100.00
1993192,"Парк-отель ""Алтан""",21,8,24,38.1,2026-03-23,6250.00
1979910,"Отель""NUUR HOTEL""",28,8,21,28.57,2026-03-23,6000.00
1899852,Отель «Байкал-Аляска»,24,2,4,8.33,2026-03-23,11800.00
1343236,"Бутик-отель ""Аристократ""",12,2,2,16.67,2026-03-23,4500.00
1378154,"Гостиница ""Байкал - Северное море""",120,13,32,10.83,2026-03-23,5635.00
1345611,Гостиница,29,10,24,34.48,2026-03-23,13800.00
1335449,Отель Амурский,17,10,24,58.82,2026-03-23,14000.00
1129766,"Доходный дом ""М.А. Листратовой""",15,8,17,53.33,2026-03-23,3885.00
898794,"Бутик-отель ""Маруся""",14,7,16,50.0,2026-03-23,6300.00
767249,"Отель ""Купеческий Дворъ""",14,7,21,50.0,2026-03-23,6700.00
2110558,"Гостиница ""Малый отель""",11,6,12,54.55,2026-03-23,5200.00
1367536,"Отель ""Санаторий Солнечный""",125,4,8,3.2,2026-03-23,4350.00
